"Date","Price","Open","High","Low","Vol.","Change %"
"1985-10-01","1.3707","1.3707","1.3707","1.3707","","-0.02%"
"1985-09-30","1.3710","1.3710","1.3710","1.3710","","0.49%"
"1985-09-27","1.3643","1.3643","1.3643","1.3643","","0.39%"
"1985-09-26","1.3590","1.3590","1.3590","1.3590","","-0.10%"
"1985-09-25","1.3603","1.3603","1.3603","1.3603","","-0.05%"
"1985-09-24","1.3610","1.3610","1.3610","1.3610","","-0.40%"
"1985-09-23","1.3665","1.3665","1.3665","1.3665","","0.63%"
"1985-09-20","1.3579","1.3579","1.3579","1.3579","","-1.60%"
"1985-09-19","1.3800","1.3800","1.3800","1.3800","","0.09%"
"1985-09-18","1.3787","1.3787","1.3787","1.3787","","0.19%"
"1985-09-17","1.3761","1.3761","1.3761","1.3761","","0.13%"
"1985-09-16","1.3743","1.3743","1.3743","1.3743","","0.12%"
"1985-09-13","1.3726","1.3726","1.3726","1.3726","","-0.06%"
"1985-09-12","1.3734","1.3734","1.3734","1.3734","","0.06%"
"1985-09-11","1.3726","1.3726","1.3726","1.3726","","0.07%"
"1985-09-10","1.3716","1.3716","1.3716","1.3716","","0.04%"
"1985-09-09","1.3711","1.3711","1.3711","1.3711","","0.07%"
"1985-09-06","1.3702","1.3702","1.3702","1.3702","","0.09%"
"1985-09-05","1.3689","1.3689","1.3689","1.3689","","0.01%"
"1985-09-04","1.3688","1.3688","1.3688","1.3688","","-0.12%"
"1985-09-03","1.3704","1.3704","1.3704","1.3704","","0.33%"
"1985-08-30","1.3659","1.3659","1.3659","1.3659","","0.28%"
"1985-08-29","1.3621","1.3621","1.3621","1.3621","","0.15%"
"1985-08-28","1.3601","1.3601","1.3601","1.3601","","-0.09%"
"1985-08-27","1.3613","1.3613","1.3613","1.3613","","0.26%"
"1985-08-26","1.3578","1.3578","1.3578","1.3578","","0.23%"
"1985-08-23","1.3547","1.3547","1.3547","1.3547","","0.00%"
"1985-08-22","1.3547","1.3547","1.3547","1.3547","","-0.02%"
"1985-08-21","1.3550","1.3550","1.3550","1.3550","","-0.01%"
"1985-08-20","1.3552","1.3552","1.3552","1.3552","","-0.06%"
"1985-08-19","1.3560","1.3560","1.3560","1.3560","","0.17%"
"1985-08-16","1.3537","1.3537","1.3537","1.3537","","-0.06%"
"1985-08-15","1.3545","1.3545","1.3545","1.3545","","-0.19%"
"1985-08-14","1.3571","1.3571","1.3571","1.3571","","-0.05%"
"1985-08-13","1.3578","1.3578","1.3578","1.3578","","-0.07%"
"1985-08-12","1.3588","1.3588","1.3588","1.3588","","-0.16%"
"1985-08-09","1.3610","1.3610","1.3610","1.3610","","0.00%"
"1985-08-08","1.3610","1.3610","1.3610","1.3610","","-0.06%"
"1985-08-07","1.3618","1.3618","1.3618","1.3618","","0.27%"
"1985-08-06","1.3582","1.3582","1.3582","1.3582","","0.41%"
"1985-08-05","1.3526","1.3526","1.3526","1.3526","","0.02%"
"1985-08-02","1.3523","1.3523","1.3523","1.3523","","-0.13%"
"1985-08-01","1.3540","1.3540","1.3540","1.3540","","0.00%"
"1985-07-31","1.3540","1.3540","1.3540","1.3540","","0.21%"
"1985-07-30","1.3511","1.3511","1.3511","1.3511","","0.13%"
"1985-07-29","1.3493","1.3493","1.3493","1.3493","","-0.21%"
"1985-07-26","1.3522","1.3522","1.3522","1.3522","","0.07%"
"1985-07-25","1.3512","1.3512","1.3512","1.3512","","-0.13%"
"1985-07-24","1.3530","1.3530","1.3530","1.3530","","0.36%"
"1985-07-23","1.3482","1.3482","1.3482","1.3482","","-0.24%"
"1985-07-22","1.3514","1.3514","1.3514","1.3514","","0.24%"
"1985-07-19","1.3481","1.3481","1.3481","1.3481","","-0.03%"
"1985-07-18","1.3485","1.3485","1.3485","1.3485","","0.09%"
"1985-07-17","1.3473","1.3473","1.3473","1.3473","","-0.34%"
"1985-07-16","1.3519","1.3519","1.3519","1.3519","","0.10%"
"1985-07-15","1.3505","1.3505","1.3505","1.3505","","-0.15%"
"1985-07-12","1.3525","1.3525","1.3525","1.3525","","-0.09%"
"1985-07-11","1.3537","1.3537","1.3537","1.3537","","0.09%"
"1985-07-10","1.3525","1.3525","1.3525","1.3525","","-0.16%"
"1985-07-09","1.3546","1.3546","1.3546","1.3546","","-0.21%"
"1985-07-08","1.3574","1.3574","1.3574","1.3574","","-0.01%"
"1985-07-05","1.3575","1.3575","1.3575","1.3575","","0.05%"
"1985-07-03","1.3568","1.3568","1.3568","1.3568","","-0.05%"
"1985-07-02","1.3575","1.3575","1.3575","1.3575","","0.00%"
"1985-07-01","1.3575","1.3575","1.3575","1.3575","","-0.13%"
"1985-06-28","1.3592","1.3592","1.3592","1.3592","","-0.35%"
"1985-06-27","1.3640","1.3640","1.3640","1.3640","","0.09%"
"1985-06-26","1.3628","1.3628","1.3628","1.3628","","-0.15%"
"1985-06-25","1.3648","1.3648","1.3648","1.3648","","-0.04%"
"1985-06-24","1.3653","1.3653","1.3653","1.3653","","-0.07%"
"1985-06-21","1.3662","1.3662","1.3662","1.3662","","0.12%"
"1985-06-20","1.3645","1.3645","1.3645","1.3645","","0.00%"
"1985-06-19","1.3645","1.3645","1.3645","1.3645","","-0.18%"
"1985-06-18","1.3670","1.3670","1.3670","1.3670","","-0.29%"
"1985-06-17","1.3710","1.3710","1.3710","1.3710","","0.23%"
"1985-06-14","1.3678","1.3678","1.3678","1.3678","","-0.32%"
"1985-06-13","1.3722","1.3722","1.3722","1.3722","","0.20%"
"1985-06-12","1.3695","1.3695","1.3695","1.3695","","-0.13%"
"1985-06-11","1.3713","1.3713","1.3713","1.3713","","-0.18%"
"1985-06-10","1.3738","1.3738","1.3738","1.3738","","0.13%"
"1985-06-07","1.3720","1.3720","1.3720","1.3720","","0.11%"
"1985-06-06","1.3705","1.3705","1.3705","1.3705","","-0.01%"
"1985-06-05","1.3707","1.3707","1.3707","1.3707","","0.16%"
"1985-06-04","1.3685","1.3685","1.3685","1.3685","","0.16%"
"1985-06-03","1.3663","1.3663","1.3663","1.3663","","-0.60%"
"1985-05-31","1.3745","1.3745","1.3745","1.3745","","-0.22%"
"1985-05-30","1.3775","1.3775","1.3775","1.3775","","-0.29%"
"1985-05-29","1.3815","1.3815","1.3815","1.3815","","0.20%"
"1985-05-28","1.3787","1.3787","1.3787","1.3787","","0.20%"
"1985-05-24","1.3759","1.3759","1.3759","1.3759","","0.31%"
"1985-05-23","1.3717","1.3717","1.3717","1.3717","","0.16%"
"1985-05-22","1.3695","1.3695","1.3695","1.3695","","-0.16%"
"1985-05-21","1.3717","1.3717","1.3717","1.3717","","0.29%"
"1985-05-20","1.3677","1.3677","1.3677","1.3677","","-0.29%"
"1985-05-17","1.3717","1.3717","1.3717","1.3717","","-0.03%"
"1985-05-16","1.3721","1.3721","1.3721","1.3721","","-0.10%"
"1985-05-15","1.3735","1.3735","1.3735","1.3735","","-0.07%"
"1985-05-14","1.3745","1.3745","1.3745","1.3745","","-0.01%"
"1985-05-13","1.3746","1.3746","1.3746","1.3746","","-0.19%"
"1985-05-10","1.3772","1.3772","1.3772","1.3772","","-0.12%"
"1985-05-09","1.3788","1.3788","1.3788","1.3788","","-0.48%"
"1985-05-08","1.3855","1.3855","1.3855","1.3855","","0.31%"
"1985-05-07","1.3812","1.3812","1.3812","1.3812","","-0.02%"
"1985-05-06","1.3815","1.3815","1.3815","1.3815","","0.00%"
"1985-05-03","1.3815","1.3815","1.3815","1.3815","","0.58%"
"1985-05-02","1.3735","1.3735","1.3735","1.3735","","0.34%"
"1985-05-01","1.3688","1.3688","1.3688","1.3688","","0.13%"
"1985-04-30","1.3670","1.3670","1.3670","1.3670","","-0.10%"
"1985-04-29","1.3683","1.3683","1.3683","1.3683","","0.17%"
"1985-04-26","1.3660","1.3660","1.3660","1.3660","","-0.06%"
"1985-04-25","1.3668","1.3668","1.3668","1.3668","","-0.12%"
"1985-04-24","1.3685","1.3685","1.3685","1.3685","","0.77%"
"1985-04-23","1.3580","1.3580","1.3580","1.3580","","0.41%"
"1985-04-22","1.3525","1.3525","1.3525","1.3525","","0.12%"
"1985-04-19","1.3509","1.3509","1.3509","1.3509","","-0.12%"
"1985-04-18","1.3525","1.3525","1.3525","1.3525","","-0.37%"
"1985-04-17","1.3575","1.3575","1.3575","1.3575","","-0.18%"
"1985-04-16","1.3600","1.3600","1.3600","1.3600","","-0.22%"
"1985-04-15","1.3630","1.3630","1.3630","1.3630","","-0.11%"
"1985-04-12","1.3645","1.3645","1.3645","1.3645","","-0.15%"
"1985-04-11","1.3665","1.3665","1.3665","1.3665","","-0.57%"
"1985-04-10","1.3743","1.3743","1.3743","1.3743","","0.17%"
"1985-04-09","1.3720","1.3720","1.3720","1.3720","","-0.04%"
"1985-04-08","1.3725","1.3725","1.3725","1.3725","","-0.15%"
"1985-04-05","1.3745","1.3745","1.3745","1.3745","","-0.22%"
"1985-04-04","1.3775","1.3775","1.3775","1.3775","","0.40%"
"1985-04-03","1.3720","1.3720","1.3720","1.3720","","-0.16%"
"1985-04-02","1.3742","1.3742","1.3742","1.3742","","0.45%"
"1985-04-01","1.3680","1.3680","1.3680","1.3680","","0.04%"
"1985-03-29","1.3675","1.3675","1.3675","1.3675","","-0.22%"
"1985-03-28","1.3705","1.3705","1.3705","1.3705","","0.40%"
"1985-03-27","1.3650","1.3650","1.3650","1.3650","","-0.87%"
"1985-03-26","1.3770","1.3770","1.3770","1.3770","","-0.43%"
"1985-03-25","1.3830","1.3830","1.3830","1.3830","","0.40%"
"1985-03-22","1.3775","1.3775","1.3775","1.3775","","0.62%"
"1985-03-21","1.3690","1.3690","1.3690","1.3690","","-0.51%"
"1985-03-20","1.3760","1.3760","1.3760","1.3760","","0.06%"
"1985-03-19","1.3752","1.3752","1.3752","1.3752","","-0.49%"
"1985-03-18","1.3820","1.3820","1.3820","1.3820","","-0.40%"
"1985-03-15","1.3875","1.3875","1.3875","1.3875","","-0.14%"
"1985-03-14","1.3895","1.3895","1.3895","1.3895","","0.07%"
"1985-03-13","1.3885","1.3885","1.3885","1.3885","","0.14%"
"1985-03-12","1.3865","1.3865","1.3865","1.3865","","-0.14%"
"1985-03-11","1.3885","1.3885","1.3885","1.3885","","-0.85%"
"1985-03-08","1.4004","1.4004","1.4004","1.4004","","0.17%"
"1985-03-07","1.3980","1.3980","1.3980","1.3980","","-0.18%"
"1985-03-06","1.4005","1.4005","1.4005","1.4005","","0.16%"
"1985-03-05","1.3982","1.3982","1.3982","1.3982","","0.23%"
"1985-03-04","1.3950","1.3950","1.3950","1.3950","","0.47%"
"1985-03-01","1.3885","1.3885","1.3885","1.3885","","0.36%"
"1985-02-28","1.3835","1.3835","1.3835","1.3835","","0.11%"
"1985-02-27","1.3820","1.3820","1.3820","1.3820","","-1.18%"
"1985-02-26","1.3985","1.3985","1.3985","1.3985","","-0.29%"
"1985-02-25","1.4025","1.4025","1.4025","1.4025","","1.08%"
"1985-02-22","1.3875","1.3875","1.3875","1.3875","","1.43%"
"1985-02-21","1.3680","1.3680","1.3680","1.3680","","1.18%"
"1985-02-20","1.3520","1.3520","1.3520","1.3520","","0.38%"
"1985-02-19","1.3469","1.3469","1.3469","1.3469","","0.53%"
"1985-02-15","1.3398","1.3398","1.3398","1.3398","","-0.07%"
"1985-02-14","1.3407","1.3407","1.3407","1.3407","","0.01%"
"1985-02-13","1.3405","1.3405","1.3405","1.3405","","0.10%"
"1985-02-11","1.3391","1.3391","1.3391","1.3391","","0.23%"
"1985-02-08","1.3360","1.3360","1.3360","1.3360","","-0.02%"
"1985-02-07","1.3363","1.3363","1.3363","1.3363","","0.10%"
"1985-02-06","1.3350","1.3350","1.3350","1.3350","","0.00%"
"1985-02-05","1.3350","1.3350","1.3350","1.3350","","0.13%"
"1985-02-04","1.3333","1.3333","1.3333","1.3333","","0.41%"
"1985-02-01","1.3279","1.3279","1.3279","1.3279","","0.05%"
"1985-01-31","1.3272","1.3272","1.3272","1.3272","","0.01%"
"1985-01-30","1.3271","1.3271","1.3271","1.3271","","0.02%"
"1985-01-29","1.3268","1.3268","1.3268","1.3268","","0.06%"
"1985-01-28","1.3260","1.3260","1.3260","1.3260","","0.08%"
"1985-01-25","1.3249","1.3249","1.3249","1.3249","","0.06%"
"1985-01-24","1.3241","1.3241","1.3241","1.3241","","-0.14%"
"1985-01-23","1.3260","1.3260","1.3260","1.3260","","0.14%"
"1985-01-22","1.3242","1.3242","1.3242","1.3242","","-0.23%"
"1985-01-18","1.3273","1.3273","1.3273","1.3273","","0.01%"
"1985-01-17","1.3272","1.3272","1.3272","1.3272","","0.20%"
"1985-01-16","1.3246","1.3246","1.3246","1.3246","","0.00%"
"1985-01-15","1.3246","1.3246","1.3246","1.3246","","-0.02%"
"1985-01-14","1.3248","1.3248","1.3248","1.3248","","0.26%"
"1985-01-11","1.3214","1.3214","1.3214","1.3214","","0.02%"
"1985-01-10","1.3212","1.3212","1.3212","1.3212","","0.08%"
"1985-01-09","1.3202","1.3202","1.3202","1.3202","","-0.05%"
"1985-01-08","1.3209","1.3209","1.3209","1.3209","","-0.06%"
"1985-01-07","1.3217","1.3217","1.3217","1.3217","","0.06%"
"1985-01-04","1.3209","1.3209","1.3209","1.3209","","0.00%"
"1985-01-03","1.3209","1.3209","1.3209","1.3209","","-0.14%"
"1985-01-02","1.3227","1.3227","1.3227","1.3227","","0.08%"
"1984-12-31","1.3217","1.3217","1.3217","1.3217","","0.08%"
"1984-12-28","1.3207","1.3207","1.3207","1.3207","","0.01%"
"1984-12-27","1.3206","1.3206","1.3206","1.3206","","0.27%"
"1984-12-26","1.3170","1.3170","1.3170","1.3170","","0.05%"
"1984-12-24","1.3164","1.3164","1.3164","1.3164","","0.05%"
"1984-12-21","1.3158","1.3158","1.3158","1.3158","","-0.20%"
"1984-12-20","1.3184","1.3184","1.3184","1.3184","","-0.08%"
"1984-12-19","1.3194","1.3194","1.3194","1.3194","","0.14%"
"1984-12-18","1.3176","1.3176","1.3176","1.3176","","-0.20%"
"1984-12-17","1.3202","1.3202","1.3202","1.3202","","-0.04%"
"1984-12-14","1.3207","1.3207","1.3207","1.3207","","-0.05%"
"1984-12-13","1.3214","1.3214","1.3214","1.3214","","0.06%"
"1984-12-12","1.3206","1.3206","1.3206","1.3206","","0.12%"
"1984-12-11","1.3190","1.3190","1.3190","1.3190","","-0.23%"
"1984-12-10","1.3220","1.3220","1.3220","1.3220","","0.07%"
"1984-12-07","1.3211","1.3211","1.3211","1.3211","","0.02%"
"1984-12-06","1.3208","1.3208","1.3208","1.3208","","-0.06%"
"1984-12-05","1.3216","1.3216","1.3216","1.3216","","-0.02%"
"1984-12-04","1.3218","1.3218","1.3218","1.3218","","-0.25%"
"1984-12-03","1.3251","1.3251","1.3251","1.3251","","0.07%"
"1984-11-30","1.3242","1.3242","1.3242","1.3242","","0.14%"
"1984-11-29","1.3223","1.3223","1.3223","1.3223","","-0.10%"
"1984-11-28","1.3236","1.3236","1.3236","1.3236","","0.19%"
"1984-11-27","1.3211","1.3211","1.3211","1.3211","","0.13%"
"1984-11-26","1.3194","1.3194","1.3194","1.3194","","0.12%"
"1984-11-23","1.3178","1.3178","1.3178","1.3178","","0.02%"
"1984-11-21","1.3176","1.3176","1.3176","1.3176","","-0.08%"
"1984-11-20","1.3186","1.3186","1.3186","1.3186","","0.14%"
"1984-11-19","1.3168","1.3168","1.3168","1.3168","","0.11%"
"1984-11-16","1.3153","1.3153","1.3153","1.3153","","-0.07%"
"1984-11-15","1.3162","1.3162","1.3162","1.3162","","-0.03%"
"1984-11-14","1.3166","1.3166","1.3166","1.3166","","0.10%"
"1984-11-13","1.3153","1.3153","1.3153","1.3153","","-0.08%"
"1984-11-09","1.3163","1.3163","1.3163","1.3163","","0.15%"
"1984-11-08","1.3143","1.3143","1.3143","1.3143","","0.23%"
"1984-11-07","1.3113","1.3113","1.3113","1.3113","","0.16%"
"1984-11-05","1.3092","1.3092","1.3092","1.3092","","-0.21%"
"1984-11-02","1.3120","1.3120","1.3120","1.3120","","0.00%"
"1984-11-01","1.3120","1.3120","1.3120","1.3120","","-0.23%"
"1984-10-31","1.3150","1.3150","1.3150","1.3150","","-0.20%"
"1984-10-30","1.3177","1.3177","1.3177","1.3177","","-0.09%"
"1984-10-29","1.3189","1.3189","1.3189","1.3189","","0.07%"
"1984-10-26","1.3180","1.3180","1.3180","1.3180","","0.21%"
"1984-10-25","1.3152","1.3152","1.3152","1.3152","","-0.04%"
"1984-10-24","1.3157","1.3157","1.3157","1.3157","","-0.10%"
"1984-10-23","1.3170","1.3170","1.3170","1.3170","","-0.30%"
"1984-10-22","1.3210","1.3210","1.3210","1.3210","","-0.14%"
"1984-10-19","1.3228","1.3228","1.3228","1.3228","","-0.42%"
"1984-10-18","1.3284","1.3284","1.3284","1.3284","","0.09%"
"1984-10-17","1.3272","1.3272","1.3272","1.3272","","0.06%"
"1984-10-16","1.3264","1.3264","1.3264","1.3264","","0.20%"
"1984-10-15","1.3237","1.3237","1.3237","1.3237","","0.32%"
"1984-10-12","1.3195","1.3195","1.3195","1.3195","","0.14%"
"1984-10-11","1.3176","1.3176","1.3176","1.3176","","0.07%"
"1984-10-10","1.3167","1.3167","1.3167","1.3167","","-0.21%"
"1984-10-09","1.3195","1.3195","1.3195","1.3195","","0.06%"
"1984-10-05","1.3187","1.3187","1.3187","1.3187","","0.33%"
"1984-10-04","1.3143","1.3143","1.3143","1.3143","","0.18%"
"1984-10-03","1.3119","1.3119","1.3119","1.3119","","-0.21%"
"1984-10-02","1.3146","1.3146","1.3146","1.3146","","-0.20%"
"1984-10-01","1.3172","1.3172","1.3172","1.3172","","-0.08%"
"1984-09-28","1.3183","1.3183","1.3183","1.3183","","0.02%"
"1984-09-27","1.3180","1.3180","1.3180","1.3180","","0.02%"
"1984-09-26","1.3178","1.3178","1.3178","1.3178","","0.00%"
"1984-09-25","1.3178","1.3178","1.3178","1.3178","","0.14%"
"1984-09-24","1.3159","1.3159","1.3159","1.3159","","-0.05%"
"1984-09-21","1.3166","1.3166","1.3166","1.3166","","-0.25%"
"1984-09-20","1.3199","1.3199","1.3199","1.3199","","0.20%"
"1984-09-19","1.3173","1.3173","1.3173","1.3173","","-0.05%"
"1984-09-18","1.3180","1.3180","1.3180","1.3180","","-0.04%"
"1984-09-17","1.3185","1.3185","1.3185","1.3185","","0.33%"
"1984-09-14","1.3142","1.3142","1.3142","1.3142","","-0.14%"
"1984-09-13","1.3161","1.3161","1.3161","1.3161","","0.15%"
"1984-09-12","1.3141","1.3141","1.3141","1.3141","","-0.17%"
"1984-09-11","1.3163","1.3163","1.3163","1.3163","","0.29%"
"1984-09-10","1.3125","1.3125","1.3125","1.3125","","-0.23%"
"1984-09-07","1.3155","1.3155","1.3155","1.3155","","0.77%"
"1984-09-06","1.3055","1.3055","1.3055","1.3055","","0.08%"
"1984-09-05","1.3044","1.3044","1.3044","1.3044","","0.38%"
"1984-09-04","1.2995","1.2995","1.2995","1.2995","","0.16%"
"1984-08-31","1.2974","1.2974","1.2974","1.2974","","-0.13%"
"1984-08-30","1.2991","1.2991","1.2991","1.2991","","0.02%"
"1984-08-29","1.2989","1.2989","1.2989","1.2989","","-0.16%"
"1984-08-28","1.3010","1.3010","1.3010","1.3010","","0.12%"
"1984-08-27","1.2995","1.2995","1.2995","1.2995","","0.15%"
"1984-08-24","1.2976","1.2976","1.2976","1.2976","","-0.12%"
"1984-08-23","1.2991","1.2991","1.2991","1.2991","","-0.10%"
"1984-08-22","1.3004","1.3004","1.3004","1.3004","","-0.14%"
"1984-08-21","1.3022","1.3022","1.3022","1.3022","","0.03%"
"1984-08-20","1.3018","1.3018","1.3018","1.3018","","-0.21%"
"1984-08-17","1.3045","1.3045","1.3045","1.3045","","0.04%"
"1984-08-16","1.3040","1.3040","1.3040","1.3040","","-0.02%"
"1984-08-15","1.3043","1.3043","1.3043","1.3043","","-0.16%"
"1984-08-14","1.3064","1.3064","1.3064","1.3064","","-0.04%"
"1984-08-13","1.3069","1.3069","1.3069","1.3069","","-0.09%"
"1984-08-10","1.3081","1.3081","1.3081","1.3081","","-0.11%"
"1984-08-09","1.3095","1.3095","1.3095","1.3095","","0.43%"
"1984-08-08","1.3039","1.3039","1.3039","1.3039","","-0.13%"
"1984-08-07","1.3056","1.3056","1.3056","1.3056","","-0.21%"
"1984-08-06","1.3083","1.3083","1.3083","1.3083","","0.08%"
"1984-08-03","1.3073","1.3073","1.3073","1.3073","","0.10%"
"1984-08-02","1.3060","1.3060","1.3060","1.3060","","-0.22%"
"1984-08-01","1.3089","1.3089","1.3089","1.3089","","-0.20%"
"1984-07-31","1.3115","1.3115","1.3115","1.3115","","-0.30%"
"1984-07-30","1.3154","1.3154","1.3154","1.3154","","0.06%"
"1984-07-27","1.3146","1.3146","1.3146","1.3146","","0.20%"
"1984-07-26","1.3120","1.3120","1.3120","1.3120","","-0.16%"
"1984-07-25","1.3141","1.3141","1.3141","1.3141","","-0.39%"
"1984-07-24","1.3193","1.3193","1.3193","1.3193","","-0.46%"
"1984-07-23","1.3254","1.3254","1.3254","1.3254","","-0.18%"
"1984-07-20","1.3278","1.3278","1.3278","1.3278","","-0.05%"
"1984-07-19","1.3285","1.3285","1.3285","1.3285","","-0.23%"
"1984-07-18","1.3316","1.3316","1.3316","1.3316","","0.08%"
"1984-07-17","1.3305","1.3305","1.3305","1.3305","","0.26%"
"1984-07-16","1.3271","1.3271","1.3271","1.3271","","-0.02%"
"1984-07-13","1.3273","1.3273","1.3273","1.3273","","-0.56%"
"1984-07-12","1.3348","1.3348","1.3348","1.3348","","0.07%"
"1984-07-11","1.3338","1.3338","1.3338","1.3338","","0.46%"
"1984-07-10","1.3277","1.3277","1.3277","1.3277","","-0.08%"
"1984-07-09","1.3287","1.3287","1.3287","1.3287","","0.17%"
"1984-07-06","1.3265","1.3265","1.3265","1.3265","","-0.04%"
"1984-07-05","1.3270","1.3270","1.3270","1.3270","","0.59%"
"1984-07-03","1.3192","1.3192","1.3192","1.3192","","0.21%"
"1984-07-02","1.3165","1.3165","1.3165","1.3165","","-0.26%"
"1984-06-29","1.3199","1.3199","1.3199","1.3199","","0.30%"
"1984-06-28","1.3160","1.3160","1.3160","1.3160","","0.05%"
"1984-06-27","1.3154","1.3154","1.3154","1.3154","","0.38%"
"1984-06-26","1.3104","1.3104","1.3104","1.3104","","0.00%"
"1984-06-25","1.3104","1.3104","1.3104","1.3104","","0.21%"
"1984-06-22","1.3076","1.3076","1.3076","1.3076","","0.33%"
"1984-06-21","1.3033","1.3033","1.3033","1.3033","","0.18%"
"1984-06-20","1.3010","1.3010","1.3010","1.3010","","0.04%"
"1984-06-19","1.3005","1.3005","1.3005","1.3005","","-0.02%"
"1984-06-18","1.3008","1.3008","1.3008","1.3008","","0.06%"
"1984-06-15","1.3000","1.3000","1.3000","1.3000","","-0.05%"
"1984-06-14","1.3007","1.3007","1.3007","1.3007","","-0.02%"
"1984-06-13","1.3010","1.3010","1.3010","1.3010","","0.00%"
"1984-06-12","1.3010","1.3010","1.3010","1.3010","","-0.07%"
"1984-06-11","1.3019","1.3019","1.3019","1.3019","","0.08%"
"1984-06-08","1.3009","1.3009","1.3009","1.3009","","0.02%"
"1984-06-07","1.3006","1.3006","1.3006","1.3006","","0.08%"
"1984-06-06","1.2995","1.2995","1.2995","1.2995","","-0.12%"
"1984-06-05","1.3010","1.3010","1.3010","1.3010","","0.38%"
"1984-06-04","1.2961","1.2961","1.2961","1.2961","","0.16%"
"1984-06-01","1.2940","1.2940","1.2940","1.2940","","-0.05%"
"1984-05-31","1.2946","1.2946","1.2946","1.2946","","0.02%"
"1984-05-30","1.2944","1.2944","1.2944","1.2944","","-0.08%"
"1984-05-29","1.2954","1.2954","1.2954","1.2954","","0.05%"
"1984-05-25","1.2948","1.2948","1.2948","1.2948","","-0.19%"
"1984-05-24","1.2972","1.2972","1.2972","1.2972","","0.15%"
"1984-05-23","1.2952","1.2952","1.2952","1.2952","","0.02%"
"1984-05-22","1.2950","1.2950","1.2950","1.2950","","0.05%"
"1984-05-21","1.2943","1.2943","1.2943","1.2943","","-0.10%"
"1984-05-18","1.2956","1.2956","1.2956","1.2956","","0.11%"
"1984-05-17","1.2942","1.2942","1.2942","1.2942","","-0.01%"
"1984-05-16","1.2943","1.2943","1.2943","1.2943","","0.02%"
"1984-05-15","1.2940","1.2940","1.2940","1.2940","","-0.02%"
"1984-05-14","1.2943","1.2943","1.2943","1.2943","","0.01%"
"1984-05-11","1.2942","1.2942","1.2942","1.2942","","-0.25%"
"1984-05-10","1.2975","1.2975","1.2975","1.2975","","0.19%"
"1984-05-09","1.2951","1.2951","1.2951","1.2951","","-0.10%"
"1984-05-08","1.2964","1.2964","1.2964","1.2964","","0.15%"
"1984-05-07","1.2944","1.2944","1.2944","1.2944","","0.21%"
"1984-05-04","1.2917","1.2917","1.2917","1.2917","","0.23%"
"1984-05-03","1.2888","1.2888","1.2888","1.2888","","-0.42%"
"1984-05-02","1.2943","1.2943","1.2943","1.2943","","0.31%"
"1984-05-01","1.2903","1.2903","1.2903","1.2903","","0.45%"
"1984-04-30","1.2845","1.2845","1.2845","1.2845","","0.27%"
"1984-04-27","1.2810","1.2810","1.2810","1.2810","","0.16%"
"1984-04-26","1.2789","1.2789","1.2789","1.2789","","-0.02%"
"1984-04-25","1.2792","1.2792","1.2792","1.2792","","-0.15%"
"1984-04-24","1.2811","1.2811","1.2811","1.2811","","-0.01%"
"1984-04-23","1.2812","1.2812","1.2812","1.2812","","0.02%"
"1984-04-20","1.2809","1.2809","1.2809","1.2809","","-0.03%"
"1984-04-19","1.2813","1.2813","1.2813","1.2813","","0.06%"
"1984-04-18","1.2805","1.2805","1.2805","1.2805","","0.05%"
"1984-04-17","1.2799","1.2799","1.2799","1.2799","","-0.04%"
"1984-04-16","1.2804","1.2804","1.2804","1.2804","","0.13%"
"1984-04-13","1.2787","1.2787","1.2787","1.2787","","0.02%"
"1984-04-12","1.2785","1.2785","1.2785","1.2785","","0.05%"
"1984-04-11","1.2778","1.2778","1.2778","1.2778","","-0.05%"
"1984-04-10","1.2785","1.2785","1.2785","1.2785","","-0.09%"
"1984-04-09","1.2797","1.2797","1.2797","1.2797","","0.05%"
"1984-04-06","1.2791","1.2791","1.2791","1.2791","","0.02%"
"1984-04-05","1.2788","1.2788","1.2788","1.2788","","-0.09%"
"1984-04-04","1.2799","1.2799","1.2799","1.2799","","0.16%"
"1984-04-03","1.2778","1.2778","1.2778","1.2778","","0.26%"
"1984-04-02","1.2745","1.2745","1.2745","1.2745","","-0.24%"
"1984-03-30","1.2776","1.2776","1.2776","1.2776","","-0.13%"
"1984-03-29","1.2792","1.2792","1.2792","1.2792","","-0.01%"
"1984-03-28","1.2793","1.2793","1.2793","1.2793","","0.02%"
"1984-03-27","1.2791","1.2791","1.2791","1.2791","","0.13%"
"1984-03-26","1.2774","1.2774","1.2774","1.2774","","0.01%"
"1984-03-23","1.2773","1.2773","1.2773","1.2773","","0.24%"
"1984-03-22","1.2743","1.2743","1.2743","1.2743","","-0.19%"
"1984-03-21","1.2767","1.2767","1.2767","1.2767","","0.00%"
"1984-03-20","1.2767","1.2767","1.2767","1.2767","","0.04%"
"1984-03-19","1.2762","1.2762","1.2762","1.2762","","0.51%"
"1984-03-16","1.2697","1.2697","1.2697","1.2697","","-0.30%"
"1984-03-15","1.2735","1.2735","1.2735","1.2735","","-0.10%"
"1984-03-14","1.2748","1.2748","1.2748","1.2748","","0.58%"
"1984-03-13","1.2675","1.2675","1.2675","1.2675","","-0.85%"
"1984-03-12","1.2784","1.2784","1.2784","1.2784","","0.57%"
"1984-03-09","1.2712","1.2712","1.2712","1.2712","","0.48%"
"1984-03-08","1.2651","1.2651","1.2651","1.2651","","0.39%"
